Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,63005,1908,null,null,null,null,null,null,21.7,36.5,49.3,14.7,43.2,21.1,null
IDCJAC0001,63005,1909,80.6,73.5,38.6,39.5,13.8,57.5,9.0,46.9,70.3,44.2,30.8,54.2,558.9
IDCJAC0001,63005,1910,181.9,14.8,65.4,12.7,29.7,54.4,33.5,13.7,33.0,54.6,13.0,64.5,571.2
IDCJAC0001,63005,1911,96.9,69.0,38.0,8.6,41.7,28.7,41.3,17.8,46.4,39.3,95.0,99.3,622.0
IDCJAC0001,63005,1912,38.1,24.4,3.6,3.6,1.6,67.3,114.8,77.7,22.2,48.0,25.5,8.5,435.3
IDCJAC0001,63005,1913,41.1,20.4,76.0,61.3,71.0,46.2,18.8,19.1,40.3,79.5,10.7,19.0,503.4
IDCJAC0001,63005,1914,34.1,32.0,113.4,39.2,46.6,22.1,51.1,1.4,29.2,57.7,87.9,57.7,572.4
IDCJAC0001,63005,1915,6.7,27.3,58.0,12.9,73.5,59.5,62.5,43.8,42.1,53.9,0.8,42.4,483.4
IDCJAC0001,63005,1916,36.1,40.7,24.1,57.9,14.5,193.1,91.7,99.3,39.2,84.2,70.3,152.8,903.9
IDCJAC0001,63005,1917,42.6,76.5,16.5,19.9,27.8,46.8,66.3,91.0,50.0,89.7,132.3,55.9,715.3
IDCJAC0001,63005,1918,104.3,25.2,13.9,36.5,21.7,29.9,47.9,92.9,15.7,49.2,22.5,12.0,471.7
IDCJAC0001,63005,1919,15.1,41.4,14.0,10.7,69.3,15.7,9.5,31.6,40.5,13.3,17.7,68.3,347.1
IDCJAC0001,63005,1920,69.1,4.6,29.5,15.6,19.9,103.0,119.9,89.0,47.6,27.0,37.8,139.2,702.2
IDCJAC0001,63005,1921,55.7,66.8,66.8,97.9,101.7,71.2,68.1,59.8,38.4,46.5,81.9,152.0,906.8
IDCJAC0001,63005,1922,36.6,52.5,6.3,35.6,31.3,31.1,154.7,20.6,30.0,39.6,6.7,95.6,540.6
IDCJAC0001,63005,1923,32.4,0.0,14.0,1.3,19.2,96.8,62.8,28.5,66.9,56.0,30.9,28.0,436.8
IDCJAC0001,63005,1924,47.1,96.0,24.7,63.1,16.1,28.4,31.5,55.7,68.4,44.0,145.1,31.8,651.9
IDCJAC0001,63005,1925,31.6,58.6,34.9,7.2,49.1,71.7,43.7,20.6,27.9,50.3,46.9,11.8,454.3
IDCJAC0001,63005,1926,83.2,18.3,205.3,101.2,94.1,16.7,38.2,44.0,66.9,19.2,17.1,96.6,800.8
IDCJAC0001,63005,1927,72.6,1.6,50.6,18.2,8.4,12.0,14.5,25.7,44.7,62.2,88.0,38.1,436.6
IDCJAC0001,63005,1928,63.6,167.1,104.7,24.0,24.0,36.3,71.2,9.6,17.1,59.7,19.0,30.2,626.5
IDCJAC0001,63005,1929,4.0,64.9,65.0,41.5,18.3,30.4,8.8,47.4,28.0,35.1,74.5,78.9,496.8
IDCJAC0001,63005,1930,82.6,30.6,49.2,20.9,31.3,39.3,73.4,49.6,13.2,111.8,42.2,76.9,621.0
IDCJAC0001,63005,1931,86.2,46.5,74.5,76.6,111.8,81.5,31.7,23.4,45.5,26.9,38.8,0.0,643.4
IDCJAC0001,63005,1932,2.0,62.7,165.3,55.4,4.8,46.3,33.6,35.3,34.3,35.9,105.2,64.6,645.4
IDCJAC0001,63005,1933,90.9,0.5,34.0,22.2,32.5,20.9,50.3,14.8,64.4,53.8,49.8,38.7,472.8
IDCJAC0001,63005,1934,57.9,108.4,0.0,30.8,1.0,34.5,75.3,58.6,31.6,97.5,104.3,50.0,649.9
IDCJAC0001,63005,1935,97.8,54.5,5.6,73.3,6.9,20.4,46.2,25.8,32.1,63.5,18.3,59.8,504.2
IDCJAC0001,63005,1936,110.5,39.2,75.5,30.0,51.1,28.7,73.9,37.1,19.4,20.3,2.1,97.4,585.2
IDCJAC0001,63005,1937,57.2,1.8,61.4,24.7,20.2,43.4,17.8,41.2,54.8,28.5,64.2,27.6,442.8
IDCJAC0001,63005,1938,55.7,22.9,0.0,40.8,23.9,29.8,49.9,41.2,9.6,95.9,34.1,1.8,405.6
IDCJAC0001,63005,1939,87.8,16.6,44.1,47.4,23.7,37.2,19.4,63.2,18.5,94.2,71.1,16.2,539.4
IDCJAC0001,63005,1940,11.1,14.2,0.3,83.3,26.8,24.1,16.6,11.0,59.4,2.3,34.3,142.1,425.5
