Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0005,82169,2006,,,,,36.7,12,26.4,11,19.2,15,16.2,21,15.6,18,20.6,31,27.2,19,35.4,13,37.4,21,39.3,10,
IDCJAC0005,82169,2007,41.0,12,39.3,03,35.3,03,28.7,15,23.7,03,17.3,09,15.0,27,22.8,28,21.5,24,32.3,22,37.3,20,37.1,30,41.0
IDCJAC0005,82169,2008,37.7,02,33.8,03,37.0,15,25.1,11,20.3,11,20.2,04,15.7,14,18.1,29,25.9,27,28.9,27,31.8,13,33.6,26,37.7
IDCJAC0005,82169,2009,42.6,30,43.6,07,33.0,23,30.3,02,22.1,23,17.9,30,16.0,21,18.7,28,26.0,13,29.5,31,34.4,15,39.6,17,43.6
IDCJAC0005,82169,2010,41.2,12,37.0,01,31.6,03,26.7,21,22.5,04,15.9,24,16.5,13,16.5,03,21.9,21,25.9,29,30.9,12,35.4,31,41.2
IDCJAC0005,82169,2011,38.1,31,38.9,01,28.0,16,24.5,09,20.1,01,16.8,01,17.0,20,20.3,05,25.4,19,28.0,24,32.9,29,32.1,24,38.9
IDCJAC0005,82169,2012,36.0,20,34.2,25,29.0,15,28.2,04,20.2,10,15.7,15,15.3,13,17.1,22,24.1,27,28.8,31,35.0,29,36.0,24,36.0
IDCJAC0005,82169,2013,43.5,18,38.4,08,33.8,08,25.6,12,21.2,11,17.1,25,19.0,18,20.1,28,25.2,30,28.1,21,32.1,28,39.2,20,43.5
IDCJAC0005,82169,2014,42.6,16,41.0,02,33.0,11,28.0,02,20.2,23,17.9,09,18.2,31,19.8,26,24.0,30,31.8,31,37.9,14,33.7,15,42.6
IDCJAC0005,82169,2015,37.1,02,35.6,08,32.8,11,28.2,02,22.6,04,15.2,09,15.1,31,21.0,22,24.1,14,32.3,06,35.0,20,40.1,20,40.1
IDCJAC0005,82169,2016,41.3,13,38.8,24,38.2,08,30.4,05,23.5,07,17.2,02,18.3,22,18.5,31,21.0,07,26.3,29,33.2,21,36.1,28,41.3
IDCJAC0005,82169,2017,41.3,30,42.3,10,34.6,01,25.8,19,20.1,06,16.5,07,16.0,30,17.0,14,27.0,23,29.5,17,33.8,29,36.6,19,42.3
IDCJAC0005,82169,2018,41.5,07,38.1,08,34.5,11,32.0,12,26.5,03,17.1,05,17.2,05,17.8,25,21.5,28,30.5,31,32.5,01,38.5,27,41.5
IDCJAC0005,82169,2019,42.0,25,36.5,04,35.6,04,27.5,06,,,,,,,,,,,,,,,,,
