Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,82169,2006,null,null,null,28.4,19.0,43.2,39.2,41.2,24.6,5.0,39.6,4.2,null
IDCJAC0001,82169,2007,27.4,55.0,43.2,77.4,61.0,44.4,97.8,31.0,24.1,33.4,66.0,117.6,678.3
IDCJAC0001,82169,2008,48.0,47.2,52.0,23.8,26.1,41.2,111.6,60.7,56.8,12.8,72.5,52.4,605.1
IDCJAC0001,82169,2009,29.7,1.7,30.9,80.4,10.0,77.2,82.8,115.0,89.8,47.2,65.4,33.8,663.9
IDCJAC0001,82169,2010,41.8,121.9,115.0,37.6,48.8,35.0,83.6,163.0,106.4,224.8,131.6,126.0,1235.5
IDCJAC0001,82169,2011,33.0,251.6,62.8,42.0,52.6,47.0,60.0,109.8,98.6,67.8,127.2,48.0,1000.4
IDCJAC0001,82169,2012,69.0,84.1,319.6,17.4,61.2,71.2,113.2,89.0,45.6,56.0,82.8,27.0,1036.1
IDCJAC0001,82169,2013,27.6,163.4,52.2,20.8,74.4,87.6,99.2,86.8,65.5,49.4,41.2,68.2,836.3
IDCJAC0001,82169,2014,39.6,23.8,60.4,118.0,56.0,101.4,77.4,12.8,66.2,32.0,78.2,101.6,767.4
IDCJAC0001,82169,2015,80.2,56.6,7.8,69.4,46.6,48.4,105.2,66.1,23.4,11.6,83.0,40.1,638.4
IDCJAC0001,82169,2016,112.8,43.6,34.8,14.2,121.8,115.6,162.6,99.2,174.2,null,48.0,68.2,null
IDCJAC0001,82169,2017,46.4,20.4,55.6,97.6,71.3,15.2,57.0,124.4,34.8,49.4,50.4,128.8,751.3
IDCJAC0001,82169,2018,61.3,19.8,37.2,18.7,62.6,78.6,40.6,70.8,52.8,58.8,111.8,73.6,686.6
IDCJAC0001,82169,2019,69.6,24.4,107.4,14.0,null,null,null,null,null,null,null,null,null
