Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,89002,1957,01,2.2,09,Y
IDCJAC0008,89002,1957,02,2.9,16,Y
IDCJAC0008,89002,1957,03,3.9,21,Y
IDCJAC0008,89002,1957,04,-0.8,14,Y
IDCJAC0008,89002,1957,05,-3.1,15,Y
IDCJAC0008,89002,1957,06,-0.3,16,Y
IDCJAC0008,89002,1957,07,-2.5,03,Y
IDCJAC0008,89002,1957,08,-2.2,04,Y
IDCJAC0008,89002,1957,09,-1.7,02,Y
IDCJAC0008,89002,1957,10,-1.7,04,Y
IDCJAC0008,89002,1957,11,0.0,27,Y
IDCJAC0008,89002,1957,12,4.4,10,Y
IDCJAC0008,89002,1958,01,2.2,23,Y
IDCJAC0008,89002,1958,02,3.1,12,Y
IDCJAC0008,89002,1958,03,3.6,29,Y
IDCJAC0008,89002,1958,04,1.0,09,Y
IDCJAC0008,89002,1958,05,0.4,02,Y
IDCJAC0008,89002,1958,06,-1.7,28,Y
IDCJAC0008,89002,1958,07,-3.4,02,Y
IDCJAC0008,89002,1958,08,-1.4,29,Y
IDCJAC0008,89002,1958,09,0.0,15,Y
IDCJAC0008,89002,1958,10,0.3,08,Y
IDCJAC0008,89002,1958,11,2.9,01,Y
IDCJAC0008,89002,1958,12,2.3,19,Y
IDCJAC0008,89002,1959,01,3.3,07,Y
IDCJAC0008,89002,1959,02,3.8,09,Y
IDCJAC0008,89002,1959,03,6.7,10,Y
IDCJAC0008,89002,1959,04,1.8,08,Y
IDCJAC0008,89002,1959,05,0.4,16,Y
IDCJAC0008,89002,1959,06,-1.4,02,Y
IDCJAC0008,89002,1959,07,-3.4,10,Y
IDCJAC0008,89002,1959,08,-1.1,28,Y
IDCJAC0008,89002,1959,09,-3.4,02,Y
IDCJAC0008,89002,1959,10,0.6,14,Y
IDCJAC0008,89002,1959,11,2.5,18,Y
IDCJAC0008,89002,1959,12,2.2,03,Y
IDCJAC0008,89002,1960,01,5.3,29,Y
IDCJAC0008,89002,1960,02,4.4,12,Y
IDCJAC0008,89002,1960,03,4.9,10,Y
IDCJAC0008,89002,1960,04,1.7,03,Y
IDCJAC0008,89002,1960,05,1.1,24,Y
